project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
CLL	CLL_52	66239	CLL_05-599	AF9474	AF9474	2781	mRNA	None	CCHJ9ANXX	6	N702-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66240	CLL_05-599	AF9475	AF9475	2781	mRNA	None	CCHJ9ANXX	6	N702-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66241	CLL_05-599	AF9476	AF9476	2781	mRNA	None	CCHJ9ANXX	6	N702-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66242	CLL_05-599	AF9477	AF9477	2781	mRNA	None	CCHJ9ANXX	6	N702-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66243	CLL_05-599	AF9478	AF9478	2781	mRNA	None	CCHJ9ANXX	6	N703-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66244	CLL_05-599	AF9479	AF9479	2781	mRNA	None	CCHJ9ANXX	6	N703-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66245	CLL_05-599	AF9480	AF9480	2781	mRNA	None	CCHJ9ANXX	6	N703-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66246	CLL_05-599	AF9481	AF9481	2781	mRNA	None	CCHJ9ANXX	6	N703-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66247	CLL_05-599	AF9482	AF9482	2781	mRNA	None	CCHJ9ANXX	6	N703-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66248	CLL_05-599	AF9483	AF9483	2781	mRNA	None	CCHJ9ANXX	6	N703-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66249	CLL_05-599	AF9484	AF9484	2781	mRNA	None	CCHJ9ANXX	6	N703-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66250	CLL_05-599	AF9485	AF9485	2781	mRNA	None	CCHJ9ANXX	6	N703-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66251	CLL_05-76	AF9486	AF9486	2781	mRNA	None	CCHJ9ANXX	6	N704-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66252	CLL_05-76	AF9487	AF9487	2781	mRNA	None	CCHJ9ANXX	6	N704-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66253	CLL_05-76	AF9488	AF9488	2781	mRNA	None	CCHJ9ANXX	6	N704-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66254	CLL_05-76	AF9489	AF9489	2781	mRNA	None	CCHJ9ANXX	6	N704-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66255	CLL_05-76	AF9490	AF9490	2781	mRNA	None	CCHJ9ANXX	6	N704-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66256	CLL_05-76	AF9491	AF9491	2781	mRNA	None	CCHJ9ANXX	6	N704-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66257	CLL_05-76	AF9492	AF9492	2781	mRNA	None	CCHJ9ANXX	6	N704-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66258	CLL_05-76	AF9493	AF9493	2781	mRNA	None	CCHJ9ANXX	6	N704-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66259	CLL_05-76	AF9494	AF9494	2781	mRNA	None	CCHJ9ANXX	6	N705-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66260	CLL_05-76	AF9495	AF9495	2781	mRNA	None	CCHJ9ANXX	6	N705-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66261	CLL_05-76	AF9496	AF9496	2781	mRNA	None	CCHJ9ANXX	6	N705-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66262	CLL_05-76	AF9497	AF9497	2781	mRNA	None	CCHJ9ANXX	6	N705-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66263	CLL_05-76	AF9498	AF9498	2781	mRNA	None	CCHJ9ANXX	6	N705-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66264	CLL_05-76	AF9499	AF9499	2781	mRNA	None	CCHJ9ANXX	6	N705-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66265	CLL_05-76	AF9500	AF9500	2781	mRNA	None	CCHJ9ANXX	6	N705-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66266	CLL_05-76	AF9501	AF9501	2781	mRNA	None	CCHJ9ANXX	6	N705-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66267	CLL_05-76	AF9502	AF9502	2781	mRNA	None	CCHJ9ANXX	6	N706-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66268	CLL_05-76	AF9503	AF9503	2781	mRNA	None	CCHJ9ANXX	6	N706-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66269	CLL_05-76	AF9504	AF9504	2781	mRNA	None	CCHJ9ANXX	6	N706-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66270	CLL_05-76	AF9505	AF9505	2781	mRNA	None	CCHJ9ANXX	6	N706-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66271	CLL_05-76	AF9506	AF9506	2781	mRNA	None	CCHJ9ANXX	6	N706-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66272	CLL_05-76	AF9507	AF9507	2781	mRNA	None	CCHJ9ANXX	6	N706-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66273	CLL_05-76	AF9508	AF9508	2781	mRNA	None	CCHJ9ANXX	6	N706-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66274	CLL_05-76	AF9509	AF9509	2781	mRNA	None	CCHJ9ANXX	6	N706-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66275	CLL_10-7434	AF9510	AF9510	2781	mRNA	None	CCHJ9ANXX	6	N707-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66276	CLL_10-7434	AF9511	AF9511	2781	mRNA	None	CCHJ9ANXX	6	N707-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66277	CLL_10-7434	AF9512	AF9512	2781	mRNA	None	CCHJ9ANXX	6	N707-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66278	CLL_10-7434	AF9513	AF9513	2781	mRNA	None	CCHJ9ANXX	6	N707-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66279	CLL_10-7434	AF9514	AF9514	2781	mRNA	None	CCHJ9ANXX	6	N707-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66280	CLL_10-7434	AF9515	AF9515	2781	mRNA	None	CCHJ9ANXX	6	N707-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66281	CLL_10-7434	AF9516	AF9516	2781	mRNA	None	CCHJ9ANXX	6	N707-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66282	CLL_10-7434	AF9517	AF9517	2781	mRNA	None	CCHJ9ANXX	6	N707-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66283	CLL_10-7434	AF9518	AF9518	2781	mRNA	None	CCHJ9ANXX	6	N710-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66284	CLL_10-7434	AF9519	AF9519	2781	mRNA	None	CCHJ9ANXX	6	N710-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66285	CLL_10-7434	AF9520	AF9520	2781	mRNA	None	CCHJ9ANXX	6	N710-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66286	CLL_10-7434	AF9521	AF9521	2781	mRNA	None	CCHJ9ANXX	6	N710-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66287	CLL_10-7434	AF9522	AF9522	2781	mRNA	None	CCHJ9ANXX	6	N710-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66288	CLL_10-7434	AF9523	AF9523	2781	mRNA	None	CCHJ9ANXX	6	N710-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66289	CLL_10-7434	AF9524	AF9524	2781	mRNA	None	CCHJ9ANXX	6	N710-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66290	CLL_10-7434	AF9525	AF9525	2781	mRNA	None	CCHJ9ANXX	6	N710-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66291	CLL_10-7434	AF9526	AF9526	2781	mRNA	None	CCHJ9ANXX	6	N711-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66292	CLL_10-7434	AF9527	AF9527	2781	mRNA	None	CCHJ9ANXX	6	N711-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66293	CLL_10-7434	AF9528	AF9528	2781	mRNA	None	CCHJ9ANXX	6	N711-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66294	CLL_10-7434	AF9529	AF9529	2781	mRNA	None	CCHJ9ANXX	6	N711-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66295	CLL_10-7434	AF9530	AF9530	2781	mRNA	None	CCHJ9ANXX	6	N711-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66296	CLL_10-7434	AF9531	AF9531	2781	mRNA	None	CCHJ9ANXX	6	N711-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66297	CLL_10-7434	AF9532	AF9532	2781	mRNA	None	CCHJ9ANXX	6	N711-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66298	CLL_10-7434	AF9533	AF9533	2781	mRNA	None	CCHJ9ANXX	6	N711-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66299	CLL_14-2116	AF9534	AF9534	2781	mRNA	None	CCHJ9ANXX	6	N712-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66300	CLL_14-2116	AF9535	AF9535	2781	mRNA	None	CCHJ9ANXX	6	N712-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66301	CLL_14-2116	AF9536	AF9536	2781	mRNA	None	CCHJ9ANXX	6	N712-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66302	CLL_14-2116	AF9537	AF9537	2781	mRNA	None	CCHJ9ANXX	6	N712-S506-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66303	CLL_14-2116	AF9538	AF9538	2781	mRNA	None	CCHJ9ANXX	6	N712-S507-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66304	CLL_14-2116	AF9539	AF9539	2781	mRNA	None	CCHJ9ANXX	6	N712-S508-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66305	CLL_14-2116	AF9540	AF9540	2781	mRNA	None	CCHJ9ANXX	6	N712-S510-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66306	CLL_14-2116	AF9541	AF9541	2781	mRNA	None	CCHJ9ANXX	6	N712-S511-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66307	CLL_14-2116	AF9542	AF9542	2781	mRNA	None	CCHJ9ANXX	6	N714-S502-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66308	CLL_14-2116	AF9543	AF9543	2781	mRNA	None	CCHJ9ANXX	6	N714-S503-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
CLL	CLL_52	66309	CLL_14-2116	AF9544	AF9544	2781	mRNA	None	CCHJ9ANXX	6	N714-S505-NX-xt	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	gem-mapper	v3.6-dirty-release
